           #Qpath      Energy(meV)         S(|Q|,E)
  2.0800000000E+00  9.6000000000E+00  7.8812628744E-01
  2.0800000000E+00  9.7000000000E+00  7.8436440519E-01
  2.0800000000E+00  9.8000000000E+00  7.8087409994E-01
  2.0800000000E+00  9.9000000000E+00  7.7763061181E-01
  2.0800000000E+00  1.0000000000E+01  7.7460580459E-01

  2.1200000000E+00  0.0000000000E+00  8.4055753286E-01
  2.1200000000E+00  1.0000000000E-01  8.6679755057E-01
  2.1200000000E+00  2.0000000000E-01  8.9257254426E-01
  2.1200000000E+00  3.0000000000E-01  9.1781911617E-01
  2.1200000000E+00  4.0000000000E-01  9.4247715774E-01
  2.1200000000E+00  5.0000000000E-01  9.6649025050E-01
  2.1200000000E+00  6.0000000000E-01  9.8980602607E-01
  2.1200000000E+00  7.0000000000E-01  1.0123764814E+00
  2.1200000000E+00  8.0000000000E-01  1.0341582461E+00
  2.1200000000E+00  9.0000000000E-01  1.0551127998E+00
  2.1200000000E+00  1.0000000000E+00  1.0752066374E+00
  2.1200000000E+00  1.1000000000E+00  1.0944113820E+00
  2.1200000000E+00  1.2000000000E+00  1.1127038447E+00
  2.1200000000E+00  1.3000000000E+00  1.1300660327E+00
  2.1200000000E+00  1.4000000000E+00  1.1464851057E+00
  2.1200000000E+00  1.5000000000E+00  1.1619532847E+00
  2.1200000000E+00  1.6000000000E+00  1.1764677127E+00
  2.1200000000E+00  1.7000000000E+00  1.1900302735E+00
  2.1200000000E+00  1.8000000000E+00  1.2026473698E+00
  2.1200000000E+00  1.9000000000E+00  1.2143296652E+00
  2.1200000000E+00  2.0000000000E+00  1.2250917949E+00
  2.1200000000E+00  2.1000000000E+00  1.2349520478E+00
  2.1200000000E+00  2.2000000000E+00  1.2439320265E+00
  2.1200000000E+00  2.3000000000E+00  1.2520562884E+00
  2.1200000000E+00  2.4000000000E+00  1.2593519723E+00
  2.1200000000E+00  2.5000000000E+00  1.2658484165E+00
  2.1200000000E+00  2.6000000000E+00  1.2715767711E+00
  2.1200000000E+00  2.7000000000E+00  1.2765696096E+00
  2.1200000000E+00  2.8000000000E+00  1.2808605433E+00
  2.1200000000E+00  2.9000000000E+00  1.2844838437E+00
  2.1200000000E+00  3.0000000000E+00  1.2874740740E+00
  2.1200000000E+00  3.1000000000E+00  1.2898657353E+00
  2.1200000000E+00  3.2000000000E+00  1.2916929296E+00
  2.1200000000E+00  3.3000000000E+00  1.2929890418E+00
  2.1200000000E+00  3.4000000000E+00  1.2937864442E+00
  2.1200000000E+00  3.5000000000E+00  1.2941162254E+00
  2.1200000000E+00  3.6000000000E+00  1.2940079449E+00
  2.1200000000E+00  3.7000000000E+00  1.2934894162E+00
  2.1200000000E+00  3.8000000000E+00  1.2925865189E+00
  2.1200000000E+00  3.9000000000E+00  1.2913230414E+00
  2.1200000000E+00  4.0000000000E+00  1.2897205561E+00
  2.1200000000E+00  4.1000000000E+00  1.2877983252E+00
  2.1200000000E+00  4.2000000000E+00  1.2855732413E+00
  2.1200000000E+00  4.3000000000E+00  1.2830597995E+00
  2.1200000000E+00  4.4000000000E+00  1.2802701040E+00
  2.1200000000E+00  4.5000000000E+00  1.2772139058E+00
  2.1200000000E+00  4.6000000000E+00  1.2738986744E+00
  2.1200000000E+00  4.7000000000E+00  1.2703297002E+00
  2.1200000000E+00  4.8000000000E+00  1.2665102262E+00
  2.1200000000E+00  4.9000000000E+00  1.2624416101E+00
  2.1200000000E+00  5.0000000000E+00  1.2581235123E+00
  2.1200000000E+00  5.1000000000E+00  1.2535541086E+00
  2.1200000000E+00  5.2000000000E+00  1.2487303254E+00
  2.1200000000E+00  5.3000000000E+00  1.2436480943E+00
  2.1200000000E+00  5.4000000000E+00  1.2383026229E+00
  2.1200000000E+00  5.5000000000E+00  1.2326886780E+00
  2.1200000000E+00  5.6000000000E+00  1.2268008780E+00
  2.1200000000E+00  5.7000000000E+00  1.2206339902E+00
  2.1200000000E+00  5.8000000000E+00  1.2141832288E+00
  2.1200000000E+00  5.9000000000E+00  1.2074445487E+00
  2.1200000000E+00  6.0000000000E+00  1.2004149320E+00
  2.1200000000E+00  6.1000000000E+00  1.1930926607E+00
  2.1200000000E+00  6.2000000000E+00  1.1854775733E+00
  2.1200000000E+00  6.3000000000E+00  1.1775712985E+00
  2.1200000000E+00  6.4000000000E+00  1.1693774643E+00
  2.1200000000E+00  6.5000000000E+00  1.1609018764E+00
  2.1200000000E+00  6.6000000000E+00  1.1521526638E+00
  2.1200000000E+00  6.7000000000E+00  1.1431403876E+00
  2.1200000000E+00  6.8000000000E+00  1.1338781102E+00
  2.1200000000E+00  6.9000000000E+00  1.1243814238E+00
  2.1200000000E+00  7.0000000000E+00  1.1146684351E+00
  2.1200000000E+00  7.1000000000E+00  1.1047597063E+00
  2.1200000000E+00  7.2000000000E+00  1.0946781524E+00
  2.1200000000E+00  7.3000000000E+00  1.0844488935E+00
  2.1200000000E+00  7.4000000000E+00  1.0740990662E+00
  2.1200000000E+00  7.5000000000E+00  1.0636575930E+00
  2.1200000000E+00  7.6000000000E+00  1.0531549144E+00
  2.1200000000E+00  7.7000000000E+00  1.0426226859E+00
  2.1200000000E+00  7.8000000000E+00  1.0320934444E+00
  2.1200000000E+00  7.9000000000E+00  1.0216002486E+00
  2.1200000000E+00  8.0000000000E+00  1.0111762968E+00
  2.1200000000E+00  8.1000000000E+00  1.0008545307E+00
  2.1200000000E+00  8.2000000000E+00  9.9066722792E-01
  2.1200000000E+00  8.3000000000E+00  9.8064559065E-01
  2.1200000000E+00  8.4000000000E+00  9.7081933714E-01
  2.1200000000E+00  8.5000000000E+00  9.6121630129E-01
  2.1200000000E+00  8.6000000000E+00  9.5186204722E-01
  2.1200000000E+00  8.7000000000E+00  9.4277950472E-01
  2.1200000000E+00  8.8000000000E+00  9.3398863136E-01
  2.1200000000E+00  8.9000000000E+00  9.2550610695E-01
  2.1200000000E+00  9.0000000000E+00  9.1734506506E-01
  2.1200000000E+00  9.1000000000E+00  9.0951486639E-01
  2.1200000000E+00  9.2000000000E+00  9.0202091762E-01
  2.1200000000E+00  9.3000000000E+00  8.9486453907E-01
  2.1200000000E+00  9.4000000000E+00  8.8804288353E-01
  2.1200000000E+00  9.5000000000E+00  8.8154890800E-01
  2.1200000000E+00  9.6000000000E+00  8.7537139908E-01
  2.1200000000E+00  9.7000000000E+00  8.6949505211E-01
  2.1200000000E+00  9.8000000000E+00  8.6390060325E-01
  2.1200000000E+00  9.9000000000E+00  8.5856501290E-01
  2.1200000000E+00  1.0000000000E+01  8.5346169795E-01

  2.1600000000E+00  0.0000000000E+00  1.0997156898E+00
  2.1600000000E+00  1.0000000000E-01  1.1295318350E+00
  2.1600000000E+00  2.0000000000E-01  1.1584785316E+00
  2.1600000000E+00  3.0000000000E-01  1.1864855078E+00
  2.1600000000E+00  4.0000000000E-01  1.2134886432E+00
  2.1600000000E+00  5.0000000000E-01  1.2394303895E+00
  2.1600000000E+00  6.0000000000E-01  1.2642601170E+00
  2.1600000000E+00  7.0000000000E-01  1.2879343841E+00
  2.1600000000E+00  8.0000000000E-01  1.3104171267E+00
  2.1600000000E+00  9.0000000000E-01  1.3316797675E+00
  2.1600000000E+00  1.0000000000E+00  1.3517012440E+00
  2.1600000000E+00  1.1000000000E+00  1.3704679574E+00
  2.1600000000E+00  1.2000000000E+00  1.3879736457E+00
  2.1600000000E+00  1.3000000000E+00  1.4042191818E+00
  2.1600000000E+00  1.4000000000E+00  1.4192123048E+00
  2.1600000000E+00  1.5000000000E+00  1.4329672861E+00
  2.1600000000E+00  1.6000000000E+00  1.4455045397E+00
  2.1600000000E+00  1.7000000000E+00  1.4568501802E+00
  2.1600000000E+00  1.8000000000E+00  1.4670355393E+00
  2.1600000000E+00  1.9000000000E+00  1.4760966437E+00
  2.1600000000E+00  2.0000000000E+00  1.4840736667E+00
  2.1600000000E+00  2.1000000000E+00  1.4910103577E+00
  2.1600000000E+00  2.2000000000E+00  1.4969534588E+00
  2.1600000000E+00  2.3000000000E+00  1.5019521154E+00
  2.1600000000E+00  2.4000000000E+00  1.5060572882E+00
  2.1600000000E+00  2.5000000000E+00  1.5093211725E+00
  2.1600000000E+00  2.6000000000E+00  1.5117966327E+00
  2.1600000000E+00  2.7000000000E+00  1.5135366549E+00
  2.1600000000E+00  2.8000000000E+00  1.5145938257E+00
  2.1600000000E+00  2.9000000000E+00  1.5150198394E+00
  2.1600000000E+00  3.0000000000E+00  1.5148650390E+00
  2.1600000000E+00  3.1000000000E+00  1.5141779932E+00
  2.1600000000E+00  3.2000000000E+00  1.5130051122E+00
  2.1600000000E+00  3.3000000000E+00  1.5113903059E+00
  2.1600000000E+00  3.4000000000E+00  1.5093746830E+00
  2.1600000000E+00  3.5000000000E+00  1.5069962958E+00
  2.1600000000E+00  3.6000000000E+00  1.5042899276E+00
  2.1600000000E+00  3.7000000000E+00  1.5012869263E+00
  2.1600000000E+00  3.8000000000E+00  1.4980150809E+00
  2.1600000000E+00  3.9000000000E+00  1.4944985428E+00
  2.1600000000E+00  4.0000000000E+00  1.4907577900E+00
  2.1600000000E+00  4.1000000000E+00  1.4868096330E+00
  2.1600000000E+00  4.2000000000E+00  1.4826672615E+00
  2.1600000000E+00  4.3000000000E+00  1.4783403310E+00
  2.1600000000E+00  4.4000000000E+00  1.4738350858E+00
  2.1600000000E+00  4.5000000000E+00  1.4691545186E+00
  2.1600000000E+00  4.6000000000E+00  1.4642985635E+00
  2.1600000000E+00  4.7000000000E+00  1.4592643206E+00
  2.1600000000E+00  4.8000000000E+00  1.4540463089E+00
  2.1600000000E+00  4.9000000000E+00  1.4486367469E+00
  2.1600000000E+00  5.0000000000E+00  1.4430258556E+00
  2.1600000000E+00  5.1000000000E+00  1.4372021824E+00
  2.1600000000E+00  5.2000000000E+00  1.4311529428E+00
  2.1600000000E+00  5.3000000000E+00  1.4248643754E+00
  2.1600000000E+00  5.4000000000E+00  1.4183221070E+00
  2.1600000000E+00  5.5000000000E+00  1.4115115245E+00
  2.1600000000E+00  5.6000000000E+00  1.4044181481E+00
  2.1600000000E+00  5.7000000000E+00  1.3970280030E+00
  2.1600000000E+00  5.8000000000E+00  1.3893279848E+00
  2.1600000000E+00  5.9000000000E+00  1.3813062130E+00
  2.1600000000E+00  6.0000000000E+00  1.3729523696E+00
  2.1600000000E+00  6.1000000000E+00  1.3642580178E+00
  2.1600000000E+00  6.2000000000E+00  1.3552168961E+00
  2.1600000000E+00  6.3000000000E+00  1.3458251831E+00
  2.1600000000E+00  6.4000000000E+00  1.3360817305E+00
  2.1600000000E+00  6.5000000000E+00  1.3259882589E+00
  2.1600000000E+00  6.6000000000E+00  1.3155495134E+00
  2.1600000000E+00  6.7000000000E+00  1.3047733773E+00
  2.1600000000E+00  6.8000000000E+00  1.2936709390E+00
  2.1600000000E+00  6.9000000000E+00  1.2822565133E+00
  2.1600000000E+00  7.0000000000E+00  1.2705476121E+00
  2.1600000000E+00  7.1000000000E+00  1.2585648681E+00
  2.1600000000E+00  7.2000000000E+00  1.2463319082E+00
  2.1600000000E+00  7.3000000000E+00  1.2338751788E+00
  2.1600000000E+00  7.4000000000E+00  1.2212237252E+00
  2.1600000000E+00  7.5000000000E+00  1.2084089261E+00
  2.1600000000E+00  7.6000000000E+00  1.1954641873E+00
  2.1600000000E+00  7.7000000000E+00  1.1824245973E+00
  2.1600000000E+00  7.8000000000E+00  1.1693265511E+00
  2.1600000000E+00  7.9000000000E+00  1.1562073440E+00
  2.1600000000E+00  8.0000000000E+00  1.1431047447E+00
  2.1600000000E+00  8.1000000000E+00  1.1300565499E+00
  2.1600000000E+00  8.2000000000E+00  1.1171001300E+00
  2.1600000000E+00  8.3000000000E+00  1.1042719697E+00
  2.1600000000E+00  8.4000000000E+00  1.0916072117E+00
  2.1600000000E+00  8.5000000000E+00  1.0791392105E+00
  2.1600000000E+00  8.6000000000E+00  1.0668991009E+00
  2.1600000000E+00  8.7000000000E+00  1.0549153902E+00
  2.1600000000E+00  8.8000000000E+00  1.0432135790E+00
  2.1600000000E+00  8.9000000000E+00  1.0318158157E+00
  2.1600000000E+00  9.0000000000E+00  1.0207405913E+00
  2.1600000000E+00  9.1000000000E+00  1.0100024792E+00
  2.1600000000E+00  9.2000000000E+00  9.9961192244E-01
  2.1600000000E+00  9.3000000000E+00  9.8957507353E-01
  2.1600000000E+00  9.4000000000E+00  9.7989368874E-01
  2.1600000000E+00  9.5000000000E+00  9.7056507823E-01
  2.1600000000E+00  9.6000000000E+00  9.6158211340E-01
  2.1600000000E+00  9.7000000000E+00  9.5293329133E-01
  2.1600000000E+00  9.8000000000E+00  9.4460285534E-01
  2.1600000000E+00  9.9000000000E+00  9.3657097017E-01
  2.1600000000E+00  1.0000000000E+01  9.2881394914E-01

  2.2000000000E+00  0.0000000000E+00  1.1003107653E+00
  2.2000000000E+00  1.0000000000E-01  1.1313081027E+00
  2.2000000000E+00  2.0000000000E-01  1.1615941394E+00
  2.2000000000E+00  3.0000000000E-01  1.1911055164E+00
  2.2000000000E+00  4.0000000000E-01  1.2197843292E+00
  2.2000000000E+00  5.0000000000E-01  1.2475784593E+00
  2.2000000000E+00  6.0000000000E-01  1.2744418364E+00
  2.2000000000E+00  7.0000000000E-01  1.3003346303E+00
  2.2000000000E+00  8.0000000000E-01  1.3252233702E+00
  2.2000000000E+00  9.0000000000E-01  1.3490809919E+00
  2.2000000000E+00  1.0000000000E+00  1.3718868145E+00
  2.2000000000E+00  1.1000000000E+00  1.3936264482E+00
  2.2000000000E+00  1.2000000000E+00  1.4142916371E+00
  2.2000000000E+00  1.3000000000E+00  1.4338800398E+00
  2.2000000000E+00  1.4000000000E+00  1.4523949543E+00
  2.2000000000E+00  1.5000000000E+00  1.4698449922E+00
  2.2000000000E+00  1.6000000000E+00  1.4862437067E+00
  2.2000000000E+00  1.7000000000E+00  1.5016091842E+00
  2.2000000000E+00  1.8000000000E+00  1.5159636026E+00
  2.2000000000E+00  1.9000000000E+00  1.5293327659E+00
  2.2000000000E+00  2.0000000000E+00  1.5417456208E+00
  2.2000000000E+00  2.1000000000E+00  1.5532337625E+00
  2.2000000000E+00  2.2000000000E+00  1.5638309351E+00
  2.2000000000E+00  2.3000000000E+00  1.5735725352E+00
  2.2000000000E+00  2.4000000000E+00  1.5824951222E+00
  2.2000000000E+00  2.5000000000E+00  1.5906359416E+00
  2.2000000000E+00  2.6000000000E+00  1.5980324664E+00
  2.2000000000E+00  2.7000000000E+00  1.6047219600E+00
  2.2000000000E+00  2.8000000000E+00  1.6107410655E+00
  2.2000000000E+00  2.9000000000E+00  1.6161254230E+00
  2.2000000000E+00  3.0000000000E+00  1.6209093189E+00
  2.2000000000E+00  3.1000000000E+00  1.6251253680E+00
  2.2000000000E+00  3.2000000000E+00  1.6288042309E+00
  2.2000000000E+00  3.3000000000E+00  1.6319743666E+00
  2.2000000000E+00  3.4000000000E+00  1.6346618224E+00
  2.2000000000E+00  3.5000000000E+00  1.6368900597E+00
  2.2000000000E+00  3.6000000000E+00  1.6386798174E+00
  2.2000000000E+00  3.7000000000E+00  1.6400490108E+00
  2.2000000000E+00  3.8000000000E+00  1.6410126670E+00
  2.2000000000E+00  3.9000000000E+00  1.6415828956E+00
  2.2000000000E+00  4.0000000000E+00  1.6417688936E+00
  2.2000000000E+00  4.1000000000E+00  1.6415769839E+00
  2.2000000000E+00  4.2000000000E+00  1.6410106863E+00
  2.2000000000E+00  4.3000000000E+00  1.6400708204E+00
  2.2000000000E+00  4.4000000000E+00  1.6387556380E+00
  2.2000000000E+00  4.5000000000E+00  1.6370609854E+00
  2.2000000000E+00  4.6000000000E+00  1.6349804928E+00
  2.2000000000E+00  4.7000000000E+00  1.6325057900E+00
  2.2000000000E+00  4.8000000000E+00  1.6296267461E+00
  2.2000000000E+00  4.9000000000E+00  1.6263317332E+00
  2.2000000000E+00  5.0000000000E+00  1.6226079083E+00
  2.2000000000E+00  5.1000000000E+00  1.6184415160E+00
  2.2000000000E+00  5.2000000000E+00  1.6138182045E+00
  2.2000000000E+00  5.3000000000E+00  1.6087233559E+00
  2.2000000000E+00  5.4000000000E+00  1.6031424254E+00
  2.2000000000E+00  5.5000000000E+00  1.5970612868E+00
  2.2000000000E+00  5.6000000000E+00  1.5904665804E+00
  2.2000000000E+00  5.7000000000E+00  1.5833460596E+00
  2.2000000000E+00  5.8000000000E+00  1.5756889318E+00
  2.2000000000E+00  5.9000000000E+00  1.5674861888E+00
  2.2000000000E+00  6.0000000000E+00  1.5587309234E+00
  2.2000000000E+00  6.1000000000E+00  1.5494186267E+00
  2.2000000000E+00  6.2000000000E+00  1.5395474616E+00
  2.2000000000E+00  6.3000000000E+00  1.5291185084E+00
  2.2000000000E+00  6.4000000000E+00  1.5181359783E+00
  2.2000000000E+00  6.5000000000E+00  1.5066073908E+00
  2.2000000000E+00  6.6000000000E+00  1.4945437103E+00
  2.2000000000E+00  6.7000000000E+00  1.4819594404E+00
  2.2000000000E+00  6.8000000000E+00  1.4688726719E+00
  2.2000000000E+00  6.9000000000E+00  1.4553050827E+00
  2.2000000000E+00  7.0000000000E+00  1.4412818879E+00
  2.2000000000E+00  7.1000000000E+00  1.4268317398E+00
  2.2000000000E+00  7.2000000000E+00  1.4119865770E+00
  2.2000000000E+00  7.3000000000E+00  1.3967814242E+00
  2.2000000000E+00  7.4000000000E+00  1.3812541434E+00
  2.2000000000E+00  7.5000000000E+00  1.3654451387E+00
  2.2000000000E+00  7.6000000000E+00  1.3493970185E+00
  2.2000000000E+00  7.7000000000E+00  1.3331542191E+00
  2.2000000000E+00  7.8000000000E+00  1.3167625920E+00
  2.2000000000E+00  7.9000000000E+00  1.3002689635E+00
  2.2000000000E+00  8.0000000000E+00  1.2837206694E+00
  2.2000000000E+00  8.1000000000E+00  1.2671650720E+00
  2.2000000000E+00  8.2000000000E+00  1.2506490667E+00
  2.2000000000E+00  8.3000000000E+00  1.2342185840E+00
  2.2000000000E+00  8.4000000000E+00  1.2179180940E+00
  2.2000000000E+00  8.5000000000E+00  1.2017901213E+00
  2.2000000000E+00  8.6000000000E+00  1.1858747767E+00
  2.2000000000E+00  8.7000000000E+00  1.1702093125E+00
  2.2000000000E+00  8.8000000000E+00  1.1548277077E+00
  2.2000000000E+00  8.9000000000E+00  1.1397602904E+00
  2.2000000000E+00  9.0000000000E+00  1.1250334015E+00
  2.2000000000E+00  9.1000000000E+00  1.1106691054E+00
  2.2000000000E+00  9.2000000000E+00  1.0966849525E+00
  2.2000000000E+00  9.3000000000E+00  1.0830937964E+00
  2.2000000000E+00  9.4000000000E+00  1.0699036679E+00
  2.2000000000E+00  9.5000000000E+00  1.0571177098E+00
  2.2000000000E+00  9.6000000000E+00  1.0447341712E+00
  2.2000000000E+00  9.7000000000E+00  1.0327464624E+00
  2.2000000000E+00  9.8000000000E+00  1.0211432699E+00
  2.2000000000E+00  9.9000000000E+00  1.0099087290E+00
  2.2000000000E+00  1.0000000000E+01  9.9902265159E-01

  2.2400000000E+00  0.0000000000E+00  8.2017449786E-01
  2.2400000000E+00  1.0000000000E-01  8.5039900473E-01
  2.2400000000E+00  2.0000000000E-01  8.8068551053E-01
  2.2400000000E+00  3.0000000000E-01  9.1098789576E-01
  2.2400000000E+00  4.0000000000E-01  9.4126087658E-01
  2.2400000000E+00  5.0000000000E-01  9.7146018032E-01
  2.2400000000E+00  6.0000000000E-01  1.0015426990E+00
  2.2400000000E+00  7.0000000000E-01  1.0314666203E+00
  2.2400000000E+00  8.0000000000E-01  1.0611915358E+00
  2.2400000000E+00  9.0000000000E-01  1.0906785265E+00
  2.2400000000E+00  1.0000000000E+00  1.1198902265E+00
  2.2400000000E+00  1.1000000000E+00  1.1487908655E+00
  2.2400000000E+00  1.2000000000E+00  1.1773462918E+00
  2.2400000000E+00  1.3000000000E+00  1.2055239766E+00
  2.2400000000E+00  1.4000000000E+00  1.2332930028E+00
  2.2400000000E+00  1.5000000000E+00  1.2606240382E+00
  2.2400000000E+00  1.6000000000E+00  1.2874892971E+00
  2.2400000000E+00  1.7000000000E+00  1.3138624905E+00
  2.2400000000E+00  1.8000000000E+00  1.3397187685E+00
  2.2400000000E+00  1.9000000000E+00  1.3650346552E+00
  2.2400000000E+00  2.0000000000E+00  1.3897879796E+00
  2.2400000000E+00  2.1000000000E+00  1.4139578021E+00
  2.2400000000E+00  2.2000000000E+00  1.4375243398E+00
  2.2400000000E+00  2.3000000000E+00  1.4604688904E+00
  2.2400000000E+00  2.4000000000E+00  1.4827737567E+00
  2.2400000000E+00  2.5000000000E+00  1.5044221713E+00
  2.2400000000E+00  2.6000000000E+00  1.5253982237E+00
  2.2400000000E+00  2.7000000000E+00  1.5456867879E+00
  2.2400000000E+00  2.8000000000E+00  1.5652734530E+00
  2.2400000000E+00  2.9000000000E+00  1.5841444557E+00
  2.2400000000E+00  3.0000000000E+00  1.6022866143E+00
  2.2400000000E+00  3.1000000000E+00  1.6196872658E+00
  2.2400000000E+00  3.2000000000E+00  1.6363342046E+00
  2.2400000000E+00  3.3000000000E+00  1.6522156239E+00
  2.2400000000E+00  3.4000000000E+00  1.6673200594E+00
  2.2400000000E+00  3.5000000000E+00  1.6816363365E+00
  2.2400000000E+00  3.6000000000E+00  1.6951535204E+00
  2.2400000000E+00  3.7000000000E+00  1.7078608709E+00
  2.2400000000E+00  3.8000000000E+00  1.7197478023E+00
  2.2400000000E+00  3.9000000000E+00  1.7308038491E+00
  2.2400000000E+00  4.0000000000E+00  1.7410186403E+00
  2.2400000000E+00  4.1000000000E+00  1.7503818812E+00
  2.2400000000E+00  4.2000000000E+00  1.7588833469E+00
  2.2400000000E+00  4.3000000000E+00  1.7665128873E+00
  2.2400000000E+00  4.4000000000E+00  1.7732604454E+00
  2.2400000000E+00  4.5000000000E+00  1.7791160917E+00
  2.2400000000E+00  4.6000000000E+00  1.7840700739E+00
  2.2400000000E+00  4.7000000000E+00  1.7881128855E+00
  2.2400000000E+00  4.8000000000E+00  1.7912353517E+00
  2.2400000000E+00  4.9000000000E+00  1.7934287362E+00
  2.2400000000E+00  5.0000000000E+00  1.7946848659E+00
  2.2400000000E+00  5.1000000000E+00  1.7949962761E+00
  2.2400000000E+00  5.2000000000E+00  1.7943563733E+00
  2.2400000000E+00  5.3000000000E+00  1.7927596160E+00
  2.2400000000E+00  5.4000000000E+00  1.7902017109E+00
  2.2400000000E+00  5.5000000000E+00  1.7866798221E+00
  2.2400000000E+00  5.6000000000E+00  1.7821927915E+00
  2.2400000000E+00  5.7000000000E+00  1.7767413651E+00
  2.2400000000E+00  5.8000000000E+00  1.7703284241E+00
  2.2400000000E+00  5.9000000000E+00  1.7629592146E+00
  2.2400000000E+00  6.0000000000E+00  1.7546415713E+00
  2.2400000000E+00  6.1000000000E+00  1.7453861324E+00
  2.2400000000E+00  6.2000000000E+00  1.7352065387E+00
  2.2400000000E+00  6.3000000000E+00  1.7241196130E+00
  2.2400000000E+00  6.4000000000E+00  1.7121455146E+00
  2.2400000000E+00  6.5000000000E+00  1.6993078644E+00
  2.2400000000E+00  6.6000000000E+00  1.6856338360E+00
  2.2400000000E+00  6.7000000000E+00  1.6711542086E+00
  2.2400000000E+00  6.8000000000E+00  1.6559033782E+00
  2.2400000000E+00  6.9000000000E+00  1.6399193245E+00
  2.2400000000E+00  7.0000000000E+00  1.6232435307E+00
  2.2400000000E+00  7.1000000000E+00  1.6059208547E+00
  2.2400000000E+00  7.2000000000E+00  1.5879993517E+00
  2.2400000000E+00  7.3000000000E+00  1.5695300469E+00
  2.2400000000E+00  7.4000000000E+00  1.5505666609E+00
  2.2400000000E+00  7.5000000000E+00  1.5311652881E+00
  2.2400000000E+00  7.6000000000E+00  1.5113840326E+00
  2.2400000000E+00  7.7000000000E+00  1.4912826033E+00
  2.2400000000E+00  7.8000000000E+00  1.4709218740E+00
  2.2400000000E+00  7.9000000000E+00  1.4503634134E+00
  2.2400000000E+00  8.0000000000E+00  1.4296689897E+00
  2.2400000000E+00  8.1000000000E+00  1.4089000579E+00
  2.2400000000E+00  8.2000000000E+00  1.3881172349E+00
  2.2400000000E+00  8.3000000000E+00  1.3673797710E+00
  2.2400000000E+00  8.4000000000E+00  1.3467450236E+00
  2.2400000000E+00  8.5000000000E+00  1.3262679422E+00
  2.2400000000E+00  8.6000000000E+00  1.3060005707E+00
  2.2400000000E+00  8.7000000000E+00  1.2859915749E+00
  2.2400000000E+00  8.8000000000E+00  1.2662858025E+00
  2.2400000000E+00  8.9000000000E+00  1.2469238809E+00
  2.2400000000E+00  9.0000000000E+00  1.2279418598E+00
  2.2400000000E+00  9.1000000000E+00  1.2093709040E+00
  2.2400000000E+00  9.2000000000E+00  1.1912370400E+00
  2.2400000000E+00  9.3000000000E+00  1.1735609613E+00
  2.2400000000E+00  9.4000000000E+00  1.1563578947E+00
  2.2400000000E+00  9.5000000000E+00  1.1396375297E+00
  2.2400000000E+00  9.6000000000E+00  1.1234040125E+00
  2.2400000000E+00  9.7000000000E+00  1.1076560037E+00
  2.2400000000E+00  9.8000000000E+00  1.0923868000E+00
  2.2400000000E+00  9.9000000000E+00  1.0775845172E+00
  2.2400000000E+00  1.0000000000E+01  1.0632323321E+00

  2.2800000000E+00  0.0000000000E+00  5.5590520485E-01
  2.2800000000E+00  1.0000000000E-01  5.8513673033E-01
  2.2800000000E+00  2.0000000000E-01  6.1516584324E-01
  2.2800000000E+00  3.0000000000E-01  6.4596637351E-01
  2.2800000000E+00  4.0000000000E-01  6.7750875547E-01
  2.2800000000E+00  5.0000000000E-01  7.0976001733E-01
  2.2800000000E+00  6.0000000000E-01  7.4268379015E-01
  2.2800000000E+00  7.0000000000E-01  7.7624033758E-01
  2.2800000000E+00  8.0000000000E-01  8.1038660761E-01
  2.2800000000E+00  9.0000000000E-01  8.4507630719E-01
  2.2800000000E+00  1.0000000000E+00  8.8026000052E-01
  2.2800000000E+00  1.1000000000E+00  9.1588523136E-01
  2.2800000000E+00  1.2000000000E+00  9.5189666969E-01
  2.2800000000E+00  1.3000000000E+00  9.8823628247E-01
  2.2800000000E+00  1.4000000000E+00  1.0248435280E+00
  2.2800000000E+00  1.5000000000E+00  1.0616555730E+00
  2.2800000000E+00  1.6000000000E+00  1.0986075309E+00
  2.2800000000E+00  1.7000000000E+00  1.1356327207E+00
  2.2800000000E+00  1.8000000000E+00  1.1726629422E+00
  2.2800000000E+00  1.9000000000E+00  1.2096287679E+00
  2.2800000000E+00  2.0000000000E+00  1.2464598465E+00
  2.2800000000E+00  2.1000000000E+00  1.2830852165E+00
  2.2800000000E+00  2.2000000000E+00  1.3194336256E+00
  2.2800000000E+00  2.3000000000E+00  1.3554338529E+00
  2.2800000000E+00  2.4000000000E+00  1.3910150305E+00
  2.2800000000E+00  2.5000000000E+00  1.4261069595E+00
  2.2800000000E+00  2.6000000000E+00  1.4606404189E+00
  2.2800000000E+00  2.7000000000E+00  1.4945474621E+00
  2.2800000000E+00  2.8000000000E+00  1.5277616977E+00
  2.2800000000E+00  2.9000000000E+00  1.5602185527E+00
  2.2800000000E+00  3.0000000000E+00  1.5918555144E+00
  2.2800000000E+00  3.1000000000E+00  1.6226123483E+00
  2.2800000000E+00  3.2000000000E+00  1.6524312912E+00
  2.2800000000E+00  3.3000000000E+00  1.6812572175E+00
  2.2800000000E+00  3.4000000000E+00  1.7090377778E+00
  2.2800000000E+00  3.5000000000E+00  1.7357235102E+00
  2.2800000000E+00  3.6000000000E+00  1.7612679239E+00
  2.2800000000E+00  3.7000000000E+00  1.7856275571E+00
  2.2800000000E+00  3.8000000000E+00  1.8087620101E+00
  2.2800000000E+00  3.9000000000E+00  1.8306339560E+00
  2.2800000000E+00  4.0000000000E+00  1.8512091319E+00
